Job Title,Company Name,Location,Job Type,Category,Salary,Post Date,Deadline,Job URL,Company Logo URL,Location Clean,Min Salary,Max Salary,Average Salary
Менеджер по продажам мероприятий,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Satış üzrə mütəxəssis,1500 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/menedzer-po-prodazam-meropriiatii,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg,Bakı,1500.0,1500.0,1500.0
Baş mühasib,Restaurants by Emin Agalarov,Bakı,Tam-ştat,Maliyyə,3000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/bas-muhasib-905126,https://www.hellojob.az/storage/companies/06ccb8ff5519472beb989338237956bc.svg,Bakı,3000.0,3000.0,3000.0
Təcrübə proqramı,Aladdin Holding,"Bakı, Fuad Ibrahimbeyov 9b, Team Plaza",Təcrübəçi,Digər,Razılaşma ilə,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/tecrube-proqrami-905124,https://www.hellojob.az/resized/companies/cff40a2eb8a9f1adcca46c0eb992988e-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Satış təmsilçisi,GOLD MMC,"Bakı, Neftçilər m/st yaxınlığı",Tam-ştat,Satış üzrə mütəxəssis,700 - 1000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905123,Unknown,Bakı,700.0,1000.0,850.0
Kontent Menecer,Balique,"Bakı, Əhməd Cavad 1",Tam-ştat,SMM,700 - 1000 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/kontent-menecer,https://www.hellojob.az/resized/companies/55myRaAFIKZi8XZRY3ytMIXBrZXfb7q8kB1zqIQs-120--resize.webp,Bakı,700.0,1000.0,850.0
Rus və İngilis Dili Müəllimi,Harvard Education,"Bakı, İSTİQLALİYYƏT 27",Tam-ştat,Xüsusi təhsil/ Təlim,500 - 900 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/rus-ve-ingilis-dili-muellimi-905121,Unknown,Bakı,500.0,900.0,700.0
Qarfik Dizayner,Brandx Media,"Bakı, İçərişəhər m/s-ı ilə üzbəüz. Istiqlaliyyət 27.",Tam-ştat,Qrafik dizayn,500 - 800 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/brandx-media,https://www.hellojob.az/resized/companies/UpLc6tPP9s18mCuRdxPdZVagBzCqguoDedILXt4h-120--resize.webp,Bakı,500.0,800.0,650.0
Korporativ satış üzrə Mütəxəssis,ABV,Bakı,Tam-ştat,Satış,Razılaşma ilə,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/korporativ-satis-uzre-mutexessis-905119,https://www.hellojob.az/resized/companies/32438928ab8d861f4166a8371bb6a077-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Tibb bacısı,Asthetik Lab kosmetoloji klinika,"Bakı, Хатаи Ровшан Алиев 19",Tam-ştat,Digər,700 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/tibb-bacisi-905118,https://www.hellojob.az/resized/companies/d33317bc0bed89e58ff0b135c2519a84-120--resize.webp,Bakı,700.0,700.0,700.0
Satış mütəxəssisi,Smart Electronics,Bakı,Tam-ştat,Satış üzrə mütəxəssis,400 - 1200 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905117,https://www.hellojob.az/resized/companies/bda977d9cce09e9895570c9e8cb3e11f-120--resize.webp,Bakı,400.0,1200.0,800.0
Usta,NR SERVİS,"Bakı, Əhməd Rəcəbli 257",Tam-ştat,Xidmət,600 - 800 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/usta-905116,Unknown,Bakı,600.0,800.0,700.0
Korporativ satış üzrə Mütəxəssis,Travacco,"Bakı, Fətəli Xan Xoyski 166B",Tam-ştat,Satış üzrə mütəxəssis,900 AZN,14 aprel 2025,14 may 2025,https://www.hellojob.az/vakansiya/korporativ-satis-uzre-mutexessis-905114,https://www.hellojob.az/resized/companies/cLKZMfyncpYHFtV2vfr6pk1r0CPibJxjbc08bNAj-120--resize.webp,Bakı,900.0,900.0,900.0
Satış mütəxəssisi,Sigma LLC,Bakı,Uzaqdan,Digər,700 - 900 AZN,13 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905112,Unknown,Bakı,700.0,900.0,800.0
Gözəllik salonu işçiləri,Beauty & Luxe,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,13 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/gozellik-salonu-iscileri,Unknown,Bakı,Unknown,Unknown,Unknown
Rəqəmsal (Digital) Marketinq mütəxəssisi,PrimeHaul,Bakı,Tam-ştat,Rəqəmsal marketinq,Razılaşma ilə,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/reqemsal-digital-marketinq-mutexessisi-905110,Unknown,Bakı,Unknown,Unknown,Unknown
Satış Meneceri,Deirvlon Technologies,Bakı,Yarım-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-905109,https://www.hellojob.az/resized/companies/7f5c90def621a5815e41a33327e9bfbb-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Kargüzar köməkçisi,Global Group MMC,"Bakı, Genclik",Tam-ştat,Digər,600 AZN,12 aprel 2025,13 may 2025,https://www.hellojob.az/vakansiya/karguzar-komekcisi,Unknown,Bakı,600.0,600.0,600.0
Satış təmsilçisi,Solo Group,Bakı,Tam-ştat,Satış üzrə mütəxəssis,400 - 700 AZN,12 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905107,https://www.hellojob.az/resized/companies/8d33b5176f71c49e8af06fb9c76ac0ac-120--resize.webp,Bakı,400.0,700.0,550.0
Satış təmsilçisi,INGENIOUS MANUFACTURING SOLUTIONS LLC,"Bakı, Ələsgər Qayıbov 10",Tam-ştat,Satış üzrə mütəxəssis,700 - 1200 AZN,11 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905102,Unknown,Bakı,700.0,1200.0,950.0
Təchizatçı,NIOS,"Bakı, Ag Şəhər",Tam-ştat,Digər,Razılaşma ilə,12 aprel 2025,12 may 2025,https://www.hellojob.az/vakansiya/techizatci,Unknown,Bakı,Unknown,Unknown,Unknown
Ütüçü,Shakh Laundry,"Bakı, Amay Ticarət mərkəzi yaxınlığı",Tam-ştat,Digər,500 - 700 AZN,11 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/elvin-musayev,Unknown,Bakı,500.0,700.0,600.0
Operator,Baku Chekup Mərkəzi,"Bakı, Mirəsədulla Mirqasımov 24B",Tam-ştat,Operator,500 AZN,11 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/operator,Unknown,Bakı,500.0,500.0,500.0
Satış Meneceri,Saat Store,Bakı,Tam-ştat,Satış üzrə mütəxəssis,500 - 1500 AZN,11 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-905099,https://www.hellojob.az/resized/companies/b57a7989e568e94c80bea09bd345cf90-120--resize.webp,Bakı,500.0,1500.0,1000.0
Qrafik Dizayner,Saat Store,Bakı,Tam-ştat,Qrafik dizayn,500 - 800 AZN,11 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/qrafik-dizayner-905098,https://www.hellojob.az/resized/companies/b57a7989e568e94c80bea09bd345cf90-120--resize.webp,Bakı,500.0,800.0,650.0
Animator,Parti Baku,"Bakı, Xudu Məmmədov 309a",Tam-ştat,Digər,500 - 750 AZN,11 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/animator-905097,Unknown,Bakı,500.0,750.0,625.0
Baş mühasib,Liman Hospital,Sumqayıt,Tam-ştat,Mühasibat,700 - 800 AZN,10 aprel 2025,11 may 2025,https://www.hellojob.az/vakansiya/bas-muhasib-905096,https://www.hellojob.az/resized/companies/907b2a44440c8b1446c8705714be7bf8-120--resize.webp,Sumqayıt,700.0,800.0,750.0
Satış mütəxəssisi,Alpha Motors,"Bakı, Caspian Plaza Biznes Mərkəzi",Tam-ştat,Satış üzrə mütəxəssis,500 - 2500 AZN,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/satis-mutexessisi-905095,Unknown,Bakı,500.0,2500.0,1500.0
Senior DevOps engineer,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/senior-devops-engineer,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Menecer,Hafiz Tədris Mərkəzi,"Bakı, Nizami ray., İ.Məmmədov küç. 7  (Xalqlar dostluğu metrosu yani)",Tam-ştat,Xüsusi təhsil/ Təlim,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/menecer-905093,Unknown,Bakı,Unknown,Unknown,Unknown
Middle front-end developer,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/middle-front-end-developer-905092,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Middle QA engineer (automation),Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/middle-qa-engineer-automation,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
PR specialist,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,İctimaiyyətlə əlaqələr (PR),Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/pr-specialist,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Middle back-end developer,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/middle-back-end-developer-905089,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Senior copywriter,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Kopiraytinq,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/senior-copywriter-905088,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Career advisor,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Digər,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/career-advisor,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Senior back-end developer,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Proqramlaşdırma,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/senior-back-end-developer,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Kredit mütəxəssisi,DOST Lombard,"Bakı, Cavadxan küç.",Tam-ştat,Kredit mütəxəssisi,500 - 900 AZN,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/kredit-mutexessisi-905085,https://www.hellojob.az/resized/companies/5cdcfad5dbf6497a672d27ea2f612f5d-120--resize.webp,Bakı,500.0,900.0,700.0
Ofis meneceri,British Academy,"Bakı, Bakı",Yarım-ştat,Digər,250 - 300 AZN,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/ofis-meneceri-905084,Unknown,Bakı,250.0,300.0,275.0
Layihə Koordinatoru/Tərcüməçi,Consolidated Business Management LLC,Bakı,Tam-ştat,Ofis menecmenti,400 - 500 AZN,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/layihe-koordinatorutercumeci,https://www.hellojob.az/resized/companies/a13477ee58a7425e00869b5635c4e8d8-120--resize.webp,Bakı,400.0,500.0,450.0
Satıcı,NewYorker,Bakı,Tam-ştat,Satış,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/satici-905082,Unknown,Bakı,Unknown,Unknown,Unknown
Kiçik Mühasib,TAB MMC,"Bakı, Bakı şəh. Nizami ray. Qara Qarayev pr. 102",Tam-ştat,Digər,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/kicik-muhasib-905081,Unknown,Bakı,Unknown,Unknown,Unknown
Satış Meneceri,İnvest Home,"Bakı, Babək pr 10 e Rusel plaza Babək plazanın yanı Xətai metrosunun arxası",Tam-ştat,Satış üzrə mütəxəssis,800 - 1500 AZN,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-905079,Unknown,Bakı,800.0,1500.0,1150.0
Reception,Ayru Estetik Mərkəzi,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,10 aprel 2025,10 may 2025,https://www.hellojob.az/vakansiya/reception-905080,Unknown,Bakı,Unknown,Unknown,Unknown
Ofis meneceri,Company,"Bakı, Ağ Şəhər",Tam-ştat,Ofis menecmenti,500 - 600 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/ofis-meneceri-905078,Unknown,Bakı,500.0,600.0,550.0
Moto Kuryer,Wraym,"Bakı, N.Nərimanov ray, Əliyar Əliyev küç. 206 (Azinko yaşayış kompleksinin yanı, N.Nərimanov metrosu yaxınlığı)",Tam-ştat,Kuryer,700 - 900 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/moto-kuryer,https://www.hellojob.az/resized/companies/c6aef7ad7fd65e93e947028bdc3f04ac-120--resize.webp,Bakı,700.0,900.0,800.0
Sığorta üzrə Mütəxəssis,Mega Həyat Sığorta,"Bakı, Ziya Bünyadov pr, 1965. Çinar Park Biznes Mərkəzi",Tam-ştat,Sığorta,400 - 600 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/sigorta-uzre-mutexessis-905075,https://www.hellojob.az/resized/companies/beddf3441dcae5d6307e1075142e02ef-120--resize.webp,Bakı,400.0,600.0,500.0
Data Analitik,DOST Rəqəmsal İnnovasiyalar Mərkəzi,Bakı,Tam-ştat,Digər,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/data-analitik-905074,https://www.hellojob.az/resized/companies/dd782050261e2fd0d362b1ae238692ff-120--resize.webp,Bakı,Unknown,Unknown,Unknown
YÖS üzrə Riyaziyyat və Məntiq müəllimi,Azeredu Xaricdə Təhsil Mərkəzi,"Bakı, Əşrəf Əliyev 100",Tam-ştat,Xüsusi təhsil/ Təlim,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/yos-uzre-riyaziyyat-ve-mentiq-muellimi,Unknown,Bakı,Unknown,Unknown,Unknown
Reception,Rəvan Əmlak,Bakı,Tam-ştat,Katibə / Resepşn,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/reception-905071,Unknown,Bakı,Unknown,Unknown,Unknown
Daşınmaz əmlak agenti / makler,Rəvan Əmlak,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/dasinmaz-emlak-agenti-makler,Unknown,Bakı,Unknown,Unknown,Unknown
Həkim-kosmetoloq,Empire by Asthetik Lab,"Bakı, Xətai m\s Rövşən Əliyev 19",Tam-ştat,Həkim,1000 - 1500 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/hekim-kosmetoloq-905069,Unknown,Bakı,1000.0,1500.0,1250.0
Kassir,Avis Apteklər Şəbəkəsi,Bakı,Tam-ştat,Digər,450 - 600 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/kassir-905068,https://www.hellojob.az/resized/companies/a7bbe10d300f3f1bc9b5d022d7db6c51-120--resize.webp,Bakı,450.0,600.0,525.0
Video Montajçı Təcrübəçi,Genc Media,"Bakı, Əhməd Rəcəbli",Tam-ştat,Digər,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/video-montajci-tecrubeci,https://www.hellojob.az/resized/companies/daadfb0b5549303a18ef70e80c7165d9-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Ofis proqramları müəllimi,British Academy,"Bakı, Baki",Tam-ştat,Digər,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/ofis-proqramlari-muellimi-905061,Unknown,Bakı,Unknown,Unknown,Unknown
Texniki dəstək bölmə müdiri,Rəqəmsal Səhiyyə Mərkəzi,Bakı,Tam-ştat,Digər,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/texniki-destek-bolme-mudiri,Unknown,Bakı,Unknown,Unknown,Unknown
QSS Analytics Full-Time Təcrübə Proqramı,QSS Analytics,"Bakı, Aşıq Alı 2A, Nərimanov rayonu",Təcrübəçi,Proqramlaşdırma,Razılaşma ilə,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/qss-analytics-full-time-tecrube-proqrami,https://www.hellojob.az/resized/companies/91ab67c71e78f8ca9c0bc95c38d29595-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Marketinq mütəxəssisi,Sigma LLC,Bakı,Uzaqdan,Rəqəmsal marketinq,800 - 1100 AZN,09 aprel 2025,09 may 2025,https://www.hellojob.az/vakansiya/marketinq-mutexessisi-905057,Unknown,Bakı,800.0,1100.0,950.0
Ofisiant,Peçat Dönər,"Bakı, İçərişəhər metrosu, Axundov bağı",Tam-ştat,Ofisiant,450 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/ofisiant-905056,https://www.hellojob.az/resized/companies/7FBsqmquZGTqYe3LNfS2mEgsIl1sgGgB13EjKrBS-120--resize.webp,Bakı,450.0,450.0,450.0
Serviz üzrə məsləhətçi,1 Servis,Bakı,Tam-ştat,Müxtəlif,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/serviz-uzre-meslehetci-905055,Unknown,Bakı,Unknown,Unknown,Unknown
Otaq xidmətçisi,Holiday Inn Baku,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/otaq-xidmetcisi-905054,https://www.hellojob.az/resized/companies/6010b370aaa1dcca35d4bc6bfbe43e72-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Qabyuyan,Holiday Inn Baku,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/qabyuyan,https://www.hellojob.az/resized/companies/6010b370aaa1dcca35d4bc6bfbe43e72-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Ofisiant,Holiday Inn Baku,Bakı,Tam-ştat,Xidmət,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/ofisiant-905052,https://www.hellojob.az/resized/companies/6010b370aaa1dcca35d4bc6bfbe43e72-120--resize.webp,Bakı,Unknown,Unknown,Unknown
İnsan Resursları üzrə Koordinator,Holiday Inn Baku,Bakı,Tam-ştat,İnzibati,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/insan-resurslari-uzre-koordinator,https://www.hellojob.az/resized/companies/6010b370aaa1dcca35d4bc6bfbe43e72-120--resize.webp,Bakı,Unknown,Unknown,Unknown
İlkin təqib üzrə mütəxəssis,TAB MMC,"Bakı, Bakı şəh. Nizami ray. Qara Qarayev pr 102A",Təcrübəçi,Digər,400 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/ilkin-teqib-uzre-mutexessis-905050,Unknown,Bakı,400.0,400.0,400.0
Online Satış üzrə Mütəxəssis (Mağaza daxilində işləyəcək),TELEHOME ELEKTRONİCS,"Bakı, Nizami metrosu yaxınlığı",Tam-ştat,Satış üzrə mütəxəssis,450 - 1500 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/online-satis-uzre-mutexessis-magaza-daxilinde-isleyecek,https://www.hellojob.az/resized/companies/1dba5edd3e8b22498c2270da0191f7fe-120--resize.webp,Bakı,450.0,1500.0,975.0
Ekspeditor,İnci Group of Companies QSC,Bakı,Tam-ştat,Digər,600 - 1500 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/ekspeditor-905048,https://www.hellojob.az/resized/companies/cb61e47dcad1861947cecd2ceb94193a-120--resize.webp,Bakı,600.0,1500.0,1050.0
Satış təmsilçisi,Bonamed,"Bakı, Bakıxanov küçəsi 18",Tam-ştat,Satış üzrə mütəxəssis,600 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/satis-temsilcisi-905047,Unknown,Bakı,600.0,600.0,600.0
Əməliyyatçı-xəzinədar(Xırdalan filialı),Güvənli MMC,Xırdalan,Tam-ştat,Bank xidməti,400 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/emeliyyatci-xezinedarxirdalan-filiali,https://www.hellojob.az/storage/companies/1905e2d4ad1b0d81c325e76c60893a2f.svg,Xırdalan,400.0,400.0,400.0
Əməliyyatçı-xəzinədar(Bakı filialı),Güvənli MMC,Bakı,Tam-ştat,Bank xidməti,400 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/emeliyyatci-xezinedarbaki-filiali,https://www.hellojob.az/storage/companies/1905e2d4ad1b0d81c325e76c60893a2f.svg,Bakı,400.0,400.0,400.0
Təcrübəçi kredit mütəxəssisi,Güvənli MMC,Bakı,Təcrübəçi,Bank xidməti,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/tecrubeci-kredit-mutexessisi-905046,https://www.hellojob.az/storage/companies/1905e2d4ad1b0d81c325e76c60893a2f.svg,Bakı,Unknown,Unknown,Unknown
Telesatış üzrə mütəxəssis,Bəyaz Flora,"Bakı, 28 Koroğlu Rəhimov küçəsi",Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/telesatis-uzre-mutexessis-905043,Unknown,Bakı,Unknown,Unknown,Unknown
Kontent Menecer / Marketinq Mütəxəssisi,PozitivSən,Bakı,Frilans,Digər,Razılaşma ilə,27 mart 2025,26 aprel 2025,https://www.hellojob.az/vakansiya/kontent-menecer-marketinq-mutexessisi,https://www.hellojob.az/resized/companies/eMQm8zc4KZcMf3kpkEVHMUEnTY6pa1me2Ww9HVho-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Anbardar,Dynamex,"Bakı, Koroglu",Tam-ştat,Anbardar,400 - 500 AZN,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/anbardar-905039,https://www.hellojob.az/resized/companies/64fbd8f7b29d71e16e4bf150a53edddf-120--resize.webp,Bakı,400.0,500.0,450.0
Reklam meneceri,Nero MMC,"Bakı, Sabit Rahman 55, Office",Tam-ştat,Digər,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/rashad-bayjan,Unknown,Bakı,Unknown,Unknown,Unknown
Mağaza satıcısı,AGROPET MMC,"Bakı, Xəzər rayonu, Mərdəkan qəs, Sergey Yesenin küç",Tam-ştat,Satış üzrə mütəxəssis,Razılaşma ilə,08 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/magaza-saticisi-905042,Unknown,Bakı,Unknown,Unknown,Unknown
Satınalma üzrə mütəxəssis,Private Facility Management MMC,"Bakı, Ayaz İsmayılov 8_Xətai metrosu və Meqafanın yaxınlığı",Tam-ştat,Digər,1000 - 1300 AZN,07 aprel 2025,08 may 2025,https://www.hellojob.az/vakansiya/satinalma-uzre-mutexessis-905038,Unknown,Bakı,1000.0,1300.0,1150.0
Rəqəmsal (Digital) Marketinq mütəxəssisi,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Rəqəmsal marketinq,Razılaşma ilə,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/reqemsal-digital-marketinq-mutexessisi,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Content Manager,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,Kopiraytinq,Razılaşma ilə,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/content-manager,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Community manager,Azerbaijan Artificial Intelligence Lab,Bakı,Tam-ştat,İctimaiyyətlə əlaqələr (PR),Razılaşma ilə,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/community-manager-905035,https://www.hellojob.az/resized/companies/zaXr8HfDeNyjtuSXzz5TlUrBzxgAne7O7PDtv02r-120--resize.webp,Bakı,Unknown,Unknown,Unknown
Satış Meneceri (Ofis daxili),Məlumat Mərkəzi,"Bakı, Şamil Əzizbəyov 140",Tam-ştat,Menecer,500 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/satis-meneceri-ofis-daxili,Unknown,Bakı,500.0,500.0,500.0
Satıcı,So White Bridal,"Bakı, Üzeyir Hacibeyli 37/43, Baku, Azerbaijan.",Tam-ştat,Digər,600 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/satici-905033,Unknown,Bakı,600.0,600.0,600.0
Fotoqraf və videoqraf,Azena Dental Consulting,"Bakı, Əmrahlı iş mərkəzi, 116A Nasibbay Yusifbaylia",Tam-ştat,Digər,800 - 1000 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/fotoqraf-ve-videoqraf-905031,https://www.hellojob.az/resized/companies/1ad583a462635273d2c1d3a72701b565-120--resize.webp,Bakı,800.0,1000.0,900.0
Satış üzrə məsləhətçi,ITALDIZAIN,Bakı,Tam-ştat,Satış üzrə mütəxəssis,650 - 720 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/satis-uzre-meslehetci-905030,https://www.hellojob.az/resized/companies/f5653c9891406449cbcf85d295033dec-120--resize.webp,Bakı,650.0,720.0,685.0
Dizayner,Link Wordwide,Bakı,Tam-ştat,Marketinq menecment,1000 - 1500 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/dizayner-905025,Unknown,Bakı,1000.0,1500.0,1250.0
TƏCRÜBƏLİ Tur Menecer,Rose Travel,Bakı,Tam-ştat,Turizm və mehmanxana işi,800 - 1000 AZN,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/tecrubeli-tur-menecer,Unknown,Bakı,800.0,1000.0,900.0
HR / İnsan resursları Mütəxəssisi,Sigma LLC,Bakı,Uzaqdan,İnsan resursları,Razılaşma ilə,07 aprel 2025,07 may 2025,https://www.hellojob.az/vakansiya/hr-insan-resurslari-mutexessisi,Unknown,Bakı,Unknown,Unknown,Unknown
